a	0.0
after	0.016941451709832633
again	0.016941451709832633
almost	0.016941451709832633
an	0.016941451709832633
and	0.0
another	0.009645165598675317
baker	0.016941451709832633
baking	0.03388290341966527
ball	0.016941451709832633
be	0.016941451709832633
become	0.016941451709832633
becomes	0.016941451709832633
before	0.009645165598675317
breadcrumbs	0.016941451709832633
caramel	0.016941451709832633
clock	0.016941451709832633
cool	0.016941451709832633
counter	0.016941451709832633
crumb	0.016941451709832633
crust	0.03388290341966527
dough	0.016941451709832633
dutch	0.016941451709832633
feed	0.009645165598675317
first	0.005377111829115691
flour	0.016941451709832633
foams	0.016941451709832633
form	0.016941451709832633
gives	0.016941451709832633
gluten	0.016941451709832633
hot	0.016941451709832633
in	0.005377111829115691
its	0.016941451709832633
jar	0.016941451709832633
knead	0.016941451709832633
leftover	0.009645165598675317
like	0.009645165598675317
loaf	0.016941451709832633
long	0.016941451709832633
loud	0.016941451709832633
means	0.016941451709832633
morning	0.016941451709832633
night	0.009645165598675317
not	0.005377111829115691
on	0.005377111829115691
open	0.016941451709832633
oven	0.009645165598675317
overnight	0.016941451709832633
perfume	0.016941451709832633
proof	0.016941451709832633
reason	0.009645165598675317
salt	0.016941451709832633
scored	0.016941451709832633
shaggy	0.016941451709832633
should	0.016941451709832633
slice	0.016941451709832633
small	0.016941451709832633
sour	0.016941451709832633
sourdough	0.016941451709832633
starter	0.03388290341966527
starts	0.016941451709832633
steam	0.016941451709832633
system	0.016941451709832633
taut	0.016941451709832633
the	0.0
then	0.0070466384625539925
to	0.0023488794875179977
toast	0.016941451709832633
too	0.016941451709832633
watches	0.016941451709832633
water	0.016941451709832633
weather	0.009645165598675317
windows	0.016941451709832633
