a	0.04918032786885246
accident	0.01639344262295082
across	0.01639344262295082
afternoon	0.01639344262295082
also	0.01639344262295082
an	0.01639344262295082
and	0.03278688524590164
ball	0.01639344262295082
cat	0.03278688524590164
cats	0.03278688524590164
chase	0.01639344262295082
fills	0.01639344262295082
floor	0.01639344262295082
for	0.01639344262295082
fur	0.01639344262295082
happy	0.01639344262295082
has	0.01639344262295082
hours	0.01639344262295082
hunt	0.01639344262295082
in	0.01639344262295082
is	0.01639344262295082
kitchen	0.01639344262295082
nap	0.01639344262295082
of	0.03278688524590164
on	0.01639344262295082
patch	0.01639344262295082
pretend	0.01639344262295082
purr	0.04918032786885246
room	0.01639344262295082
same	0.01639344262295082
sharp	0.01639344262295082
sofa	0.03278688524590164
soft	0.01639344262295082
sun	0.01639344262295082
sunny	0.01639344262295082
that	0.03278688524590164
the	0.11475409836065574
then	0.01639344262295082
was	0.01639344262295082
whiskers	0.03278688524590164
whole	0.01639344262295082
will	0.01639344262295082
yarn	0.03278688524590164
